,iter,weights
57,58,"{'number_adjacent_facts_other_value': 35.537255411255416, 'number_other_facts_same_value': 82.501, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 26.0, 'adjacent_row_used': 60.001000000000005, 'adjacent_block_used': 61.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 70.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 13.411714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
58,59,"{'number_adjacent_facts_other_value': 36.787255411255416, 'number_other_facts_same_value': 82.501, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 26.0, 'adjacent_row_used': 60.001000000000005, 'adjacent_block_used': 61.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 70.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 15.911714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
59,60,"{'number_adjacent_facts_other_value': 36.787255411255416, 'number_other_facts_same_value': 82.501, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 26.0, 'adjacent_row_used': 55.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 75.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 15.911714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
60,61,"{'number_adjacent_facts_other_value': 36.787255411255416, 'number_other_facts_same_value': 82.501, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 26.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 80.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 15.911714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
61,62,"{'number_adjacent_facts_other_value': 36.787255411255416, 'number_other_facts_same_value': 82.501, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 31.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 80.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 15.911714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
62,63,"{'number_adjacent_facts_other_value': 36.787255411255416, 'number_other_facts_same_value': 82.501, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 56.666666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 15.911714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
63,64,"{'number_adjacent_facts_other_value': 36.787255411255416, 'number_other_facts_same_value': 82.501, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 15.911714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
64,65,"{'number_adjacent_facts_other_value': 36.787255411255416, 'number_other_facts_same_value': 84.16766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 15.911714285714288, 'number_adjacent_block_facts': 39.83433333333332}"
65,66,"{'number_adjacent_facts_other_value': 39.287255411255416, 'number_other_facts_same_value': 84.16766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 20.91171428571429, 'number_adjacent_block_facts': 39.83433333333332}"
66,67,"{'number_adjacent_facts_other_value': 39.287255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 20.91171428571429, 'number_adjacent_block_facts': 39.83433333333332}"
67,68,"{'number_adjacent_facts_other_value': 39.912255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 20.91171428571429, 'number_adjacent_block_facts': 42.33433333333332}"
68,69,"{'number_adjacent_facts_other_value': 42.412255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 25.91171428571429, 'number_adjacent_block_facts': 42.33433333333332}"
69,70,"{'number_adjacent_facts_other_value': 42.412255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 24.66171428571429, 'number_adjacent_block_facts': 37.33433333333332}"
70,71,"{'number_adjacent_facts_other_value': 43.662255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 59.166666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 37.33433333333332}"
71,72,"{'number_adjacent_facts_other_value': 43.662255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 37.33433333333332}"
72,73,"{'number_adjacent_facts_other_value': 43.662255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 46.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 37.33433333333332}"
73,74,"{'number_adjacent_facts_other_value': 43.662255411255416, 'number_other_facts_same_value': 86.66766666666668, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 61.666666666666664, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 37.33433333333332}"
74,75,"{'number_adjacent_facts_other_value': 41.162255411255416, 'number_other_facts_same_value': 88.33433333333335, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 66.66666666666666, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 53.45933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
75,76,"{'number_adjacent_facts_other_value': 41.162255411255416, 'number_other_facts_same_value': 90.00100000000002, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 66.66666666666666, 'other_row_cons': 85.16666666666667, 'other_block_cons': 59.33333333333333, 'number_adjacent_row_facts': 53.45933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
76,77,"{'number_adjacent_facts_other_value': 41.162255411255416, 'number_other_facts_same_value': 90.00100000000002, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 66.66666666666666, 'other_row_cons': 85.16666666666667, 'other_block_cons': 60.99999999999999, 'number_adjacent_row_facts': 53.45933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
77,78,"{'number_adjacent_facts_other_value': 41.162255411255416, 'number_other_facts_same_value': 90.00100000000002, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 66.66666666666666, 'other_row_cons': 85.16666666666667, 'other_block_cons': 62.66666666666666, 'number_adjacent_row_facts': 53.45933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
78,79,"{'number_adjacent_facts_other_value': 41.162255411255416, 'number_other_facts_same_value': 90.00100000000002, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 66.66666666666666, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 53.45933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
79,80,"{'number_adjacent_facts_other_value': 39.49558874458875, 'number_other_facts_same_value': 91.25100000000002, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 68.33333333333333, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 51.79266666666667, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
80,81,"{'number_adjacent_facts_other_value': 38.662255411255416, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
81,82,"{'number_adjacent_facts_other_value': 40.32892207792208, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 29.66171428571429, 'number_adjacent_block_facts': 34.83433333333332}"
82,83,"{'number_adjacent_facts_other_value': 41.162255411255416, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 31.328380952380957, 'number_adjacent_block_facts': 34.83433333333332}"
83,84,"{'number_adjacent_facts_other_value': 41.71781096681097, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 31.328380952380957, 'number_adjacent_block_facts': 36.50099999999998}"
84,85,"{'number_adjacent_facts_other_value': 41.71781096681097, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 31.328380952380957, 'number_adjacent_block_facts': 36.50099999999998}"
85,86,"{'number_adjacent_facts_other_value': 42.55114430014431, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 32.995047619047625, 'number_adjacent_block_facts': 36.50099999999998}"
86,87,"{'number_adjacent_facts_other_value': 43.106699855699866, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 32.995047619047625, 'number_adjacent_block_facts': 38.16766666666665}"
87,88,"{'number_adjacent_facts_other_value': 43.66225541125542, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 32.995047619047625, 'number_adjacent_block_facts': 39.83433333333331}"
88,89,"{'number_adjacent_facts_other_value': 44.37654112554114, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 32.995047619047625, 'number_adjacent_block_facts': 42.33433333333331}"
89,90,"{'number_adjacent_facts_other_value': 46.0432077922078, 'number_other_facts_same_value': 92.91766666666669, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 36.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 71.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 64.33333333333333, 'number_adjacent_row_facts': 55.95933333333333, 'number_adjacent_col_facts': 37.995047619047625, 'number_adjacent_block_facts': 42.33433333333331}"
90,91,"{'number_adjacent_facts_other_value': 42.70987445887447, 'number_other_facts_same_value': 94.58433333333336, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 41.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 50.95933333333333, 'number_adjacent_col_facts': 37.995047619047625, 'number_adjacent_block_facts': 39.000999999999976}"
91,92,"{'number_adjacent_facts_other_value': 40.20987445887447, 'number_other_facts_same_value': 96.25100000000003, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 41.0, 'adjacent_row_used': 50.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 70.0, 'other_row_cons': 85.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 48.45933333333333, 'number_adjacent_col_facts': 37.995047619047625, 'number_adjacent_block_facts': 36.500999999999976}"
92,93,"{'number_adjacent_facts_other_value': 40.20987445887447, 'number_other_facts_same_value': 96.25100000000003, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 43.45933333333333, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 36.500999999999976}"
93,94,"{'number_adjacent_facts_other_value': 40.20987445887447, 'number_other_facts_same_value': 97.9176666666667, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 43.45933333333333, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 36.500999999999976}"
94,95,"{'number_adjacent_facts_other_value': 40.20987445887447, 'number_other_facts_same_value': 99.58433333333338, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 43.45933333333333, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 36.500999999999976}"
95,96,"{'number_adjacent_facts_other_value': 40.20987445887447, 'number_other_facts_same_value': 101.25100000000005, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 43.45933333333333, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 36.500999999999976}"
96,97,"{'number_adjacent_facts_other_value': 40.20987445887447, 'number_other_facts_same_value': 103.75100000000005, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 43.45933333333333, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 36.500999999999976}"
97,98,"{'number_adjacent_facts_other_value': 41.0432077922078, 'number_other_facts_same_value': 103.75100000000005, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 44.29266666666667, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 36.500999999999976}"
98,99,"{'number_adjacent_facts_other_value': 41.59876334776336, 'number_other_facts_same_value': 103.75100000000005, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 44.29266666666667, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 38.16766666666664}"
99,100,"{'number_adjacent_facts_other_value': 42.15431890331892, 'number_other_facts_same_value': 103.75100000000005, 'number_other_facts_other_value': 51.0, 'adjacent_col_used': 46.0, 'adjacent_row_used': 45.001000000000005, 'adjacent_block_used': 66.0, 'other_col_cons': 65.0, 'other_row_cons': 90.16666666666667, 'other_block_cons': 69.33333333333333, 'number_adjacent_row_facts': 44.29266666666667, 'number_adjacent_col_facts': 42.995047619047625, 'number_adjacent_block_facts': 39.834333333333305}"
